,date,clientId,deviceCategory,browser,browserVersion,sessions,transactions,transactionRevenue
345,2020-01-06,188865169.1578351640,desktop,Chrome,79.0.3945.88,1,0,0
346,2020-01-06,1889279484.1578300787,desktop,Firefox,69.0,1,0,0
347,2020-01-06,190174697.1578307402,desktop,Chrome,79.0.3945.79,1,0,0
348,2020-01-06,1914405922.1578300775,desktop,Chrome,76.0.3809.132,1,0,0
349,2020-01-06,1915388735.1578298702,mobile,Chrome,76.0.3809.89,1,0,0
350,2020-01-06,1917947503.1578301396,desktop,Firefox,69.0,1,0,0
351,2020-01-06,1919762057.1578315490,tablet,Safari,604.1,1,0,0
352,2020-01-06,1921177073.1578300521,desktop,Firefox,69.0,1,0,0
353,2020-01-06,1928748048.1578300371,desktop,Chrome,76.0.3809.132,1,0,0
354,2020-01-06,1936455731.1578301107,desktop,Safari,13.0.4,1,0,0
355,2020-01-06,1944994341.1578301306,desktop,Chrome,76.0.3809.132,1,0,0
356,2020-01-06,1945770983.1578300511,desktop,Firefox,69.0,1,0,0
357,2020-01-06,1952377240.1578301427,desktop,Chrome,76.0.3809.132,1,0,0
358,2020-01-06,1953990246.1578302249,desktop,Firefox,69.0,1,0,0
359,2020-01-06,1964928384.1578303341,desktop,Chrome,76.0.3809.132,1,0,0
360,2020-01-06,197116103.1578300796,desktop,Internet Explorer,11.0,1,0,0
361,2020-01-06,1973626985.1578300811,desktop,Firefox,69.0,1,0,0
362,2020-01-06,197709722.1578300504,desktop,Firefox,69.0,1,0,0
363,2020-01-06,1992873540.1578300503,desktop,Firefox,69.0,1,0,0
364,2020-01-06,2025306685.1578303173,desktop,Internet Explorer,11.0,1,0,0
365,2020-01-06,2029959732.1578326169,desktop,Chrome,79.0.3945.88,1,0,0
366,2020-01-06,203886511.1578350796,tablet,Amazon Silk,78.5.26,1,0,0
367,2020-01-06,204937823.1578270556,mobile,Safari,13.0.4,1,0,0
368,2020-01-06,2067130049.1578301396,desktop,Internet Explorer,11.0,1,0,0
369,2020-01-06,2080915211.1578352691,mobile,Samsung Internet,10.2,1,0,0
370,2020-01-06,208235925.1578300521,desktop,Internet Explorer,11.0,1,0,0
371,2020-01-06,2095647050.1578302182,desktop,Chrome,76.0.3809.132,1,0,0
372,2020-01-06,2105074867.1578300789,desktop,Firefox,69.0,1,0,0
373,2020-01-06,2141816598.1578281716,mobile,Safari,12.1.2,1,0,0
374,2020-01-06,230385631.1578332080,mobile,Safari,605.1,1,0,0
375,2020-01-06,232653430.1578320405,mobile,Chrome,79.0.3945.93,1,0,0
376,2020-01-06,233924556.1578318187,desktop,Chrome,79.0.3945.88,1,0,0
377,2020-01-06,243512555.1575584657,desktop,Chrome,79.0.3945.88,1,0,0
378,2020-01-06,244939311.1578300373,desktop,Firefox,69.0,1,0,0
379,2020-01-06,257001053.1578321262,desktop,Chrome,79.0.3945.79,1,0,0
380,2020-01-06,260312330.1578302189,desktop,Firefox,69.0,1,0,0
381,2020-01-06,272715799.1578300371,desktop,Chrome,76.0.3809.132,1,0,0
382,2020-01-06,289185992.1578302190,desktop,Internet Explorer,11.0,1,0,0
383,2020-01-06,329366318.1578303164,desktop,Chrome,76.0.3809.132,1,0,0
384,2020-01-06,333947856.1578309804,desktop,Safari,10.0,1,0,0
385,2020-01-06,335513379.1578332832,mobile,Chrome,79.0.3945.93,1,0,0
386,2020-01-06,354946495.1578300770,desktop,Firefox,69.0,1,0,0
387,2020-01-06,358272496.1578300369,desktop,Internet Explorer,11.0,1,0,0
388,2020-01-06,379339044.1578346720,desktop,Chrome,78.0.3904.108,1,0,0
389,2020-01-06,383513544.1578049058,desktop,Chrome,79.0.3945.88,1,0,0
390,2020-01-06,384650821.1578277107,mobile,Chrome,79.0.3945.73,1,0,0
391,2020-01-06,391803490.1578300521,desktop,Chrome,76.0.3809.132,1,0,0
392,2020-01-06,399244046.1578302367,desktop,Internet Explorer,11.0,1,0,0
393,2020-01-06,411313340.1578301299,desktop,Internet Explorer,11.0,1,0,0
394,2020-01-06,423937581.1578300511,desktop,Chrome,76.0.3809.132,1,0,0
395,2020-01-06,426133241.1578305883,mobile,Safari,13.0.4,1,0,0
396,2020-01-06,444371691.1578301273,desktop,Firefox,69.0,1,0,0
397,2020-01-06,470281560.1578300394,desktop,Chrome,76.0.3809.132,1,0,0
398,2020-01-06,480107373.1578301310,desktop,Firefox,69.0,1,0,0
399,2020-01-06,485802815.1578268299,mobile,Chrome,79.0.3945.93,1,0,0
400,2020-01-06,487153538.1578325085,mobile,Chrome,79.0.3945.93,1,0,0
401,2020-01-06,491904460.1578306895,mobile,Safari,13.0.4,1,0,0
402,2020-01-06,496384821.1578345929,mobile,Safari,13.0.4,1,0,0
403,2020-01-06,505030059.1578300778,desktop,Internet Explorer,11.0,1,0,0
404,2020-01-06,539973183.1578307840,desktop,Edge,18.18363,1,0,0
405,2020-01-06,541021128.1578353168,mobile,Chrome,79.0.3945.73,1,1,12.48
406,2020-01-06,541341688.1578301318,desktop,Firefox,69.0,1,0,0
407,2020-01-06,54135975.1578306256,desktop,Chrome,79.0.3945.88,1,0,0
408,2020-01-06,542533416.1578303160,desktop,Chrome,76.0.3809.132,1,0,0
409,2020-01-06,542834208.1578301273,desktop,Internet Explorer,11.0,1,0,0
410,2020-01-06,54671818.1578308129,mobile,Safari,13.0.4,1,0,0
411,2020-01-06,556238903.1578300372,desktop,Chrome,76.0.3809.132,1,0,0
412,2020-01-06,576822572.1578300377,desktop,Firefox,69.0,1,0,0
413,2020-01-06,577284824.1578300511,desktop,Firefox,69.0,1,0,0
414,2020-01-06,579797246.1578276680,mobile,Safari,13.0.4,2,0,0
415,2020-01-06,580801735.1578302374,desktop,Firefox,69.0,1,0,0
416,2020-01-06,581704396.1578308332,desktop,Chrome,79.0.3945.88,1,0,0
417,2020-01-06,600773618.1578292178,mobile,Safari,13.0.4,2,0,0
418,2020-01-06,605274673.1578309688,desktop,Chrome,79.0.3945.86,1,0,0
419,2020-01-06,61148306.1578302367,desktop,Firefox,69.0,1,0,0
420,2020-01-06,636354629.1578303335,desktop,Firefox,69.0,1,0,0
421,2020-01-06,655657681.1578300770,desktop,Firefox,69.0,1,0,0
422,2020-01-06,655857684.1578300376,desktop,Chrome,76.0.3809.132,1,0,0
423,2020-01-06,659915885.1578300371,desktop,Internet Explorer,11.0,1,0,0
424,2020-01-06,669867358.1578302984,desktop,Firefox,71.0,1,0,0
425,2020-01-06,680945736.1578321203,mobile,Chrome,79.0.3945.93,1,0,0
426,2020-01-06,682637525.1578302245,desktop,Firefox,69.0,1,0,0
427,2020-01-06,688202688.1578301329,desktop,Chrome,76.0.3809.132,1,0,0
428,2020-01-06,703179864.1578345197,mobile,Safari,605.1,1,0,0
429,2020-01-06,703463829.1578300799,desktop,Firefox,69.0,1,0,0
430,2020-01-06,70560274.1578310864,desktop,Chrome,79.0.3945.88,1,0,0
431,2020-01-06,70867145.1578275347,mobile,Safari,13.0.4,1,0,0
432,2020-01-06,708826773.1578309644,mobile,Chrome,77.0.3865.92,2,0,0
433,2020-01-06,716996025.1578302189,desktop,Firefox,69.0,1,0,0
434,2020-01-06,737604433.1578330317,desktop,Chrome,79.0.3945.88,1,0,0
435,2020-01-06,747479938.1578303341,desktop,Firefox,69.0,1,0,0
436,2020-01-06,748360861.1578302244,desktop,Chrome,76.0.3809.132,1,0,0
437,2020-01-06,749909162.1578302065,tablet,Safari,12.1.2,2,1,4.49
438,2020-01-06,753030722.1578300500,desktop,Firefox,69.0,1,0,0
439,2020-01-06,755128731.1578341950,desktop,Safari,10.0,1,0,0
440,2020-01-06,756338216.1578301420,desktop,Firefox,69.0,1,0,0
441,2020-01-06,760489099.1578302249,desktop,Firefox,69.0,1,0,0
442,2020-01-06,774187345.1578300373,desktop,Chrome,76.0.3809.132,1,0,0
443,2020-01-06,776325632.1578301322,desktop,Firefox,69.0,1,0,0
444,2020-01-06,791627171.1578300376,desktop,Firefox,69.0,1,0,0
445,2020-01-06,796013008.1576672625,desktop,Firefox,71.0,1,1,109.49
446,2020-01-06,806670306.1578300372,desktop,Chrome,76.0.3809.132,1,0,0
447,2020-01-06,806782752.1578300374,desktop,Firefox,69.0,1,0,0
448,2020-01-06,807642634.1578354368,mobile,Safari,604.1,1,0,0
449,2020-01-06,81672172.1578300519,desktop,Firefox,69.0,1,0,0
450,2020-01-06,826627213.1578300793,desktop,Firefox,69.0,1,0,0
451,2020-01-06,827967269.1578300372,desktop,Firefox,69.0,1,0,0
452,2020-01-06,828062752.1578308120,desktop,Chrome,79.0.3945.88,1,0,0
453,2020-01-06,870721512.1578300510,desktop,Firefox,69.0,1,0,0
454,2020-01-06,886143216.1578298669,mobile,Safari,13.0.4,1,0,0
455,2020-01-06,897507984.1578273411,mobile,Chrome,79.0.3945.93,1,0,0
456,2020-01-06,898043173.1578302244,desktop,Chrome,76.0.3809.132,1,0,0
457,2020-01-06,903916070.1578300371,desktop,Internet Explorer,11.0,1,0,0
458,2020-01-06,912215797.1578300368,desktop,Internet Explorer,11.0,1,0,0
459,2020-01-06,915803933.1578300505,desktop,Firefox,69.0,1,0,0
460,2020-01-06,918708902.1578300374,desktop,Firefox,69.0,1,0,0
461,2020-01-06,928628846.1578300754,desktop,Firefox,69.0,1,0,0
462,2020-01-06,929652200.1574819756,mobile,Samsung Internet,10.2,1,0,0
463,2020-01-06,935830877.1578279157,mobile,Safari,13.0.4,1,0,0
464,2020-01-06,937284068.1578334583,desktop,Safari,13.0.4,1,0,0
465,2020-01-06,938841054.1578327473,mobile,Safari,13.0.4,1,0,0
466,2020-01-07,1016602784.1578380940,mobile,Chrome,79.0.3945.93,1,0,0
467,2020-01-07,1052991523.1561550236,desktop,Firefox,71.0,2,0,0
468,2020-01-07,106359421.1578432896,tablet,Safari,10.0,1,0,0
469,2020-01-07,1136695275.1577714590,desktop,Chrome,79.0.3945.88,1,0,0
470,2020-01-07,119656810.1578409413,mobile,Safari,13.0.4,1,0,0
471,2020-01-07,1263131621.1578404330,desktop,Firefox,71.0,1,0,0
472,2020-01-07,134691511.1578395603,desktop,Chrome,79.0.3945.88,1,0,0
473,2020-01-07,1361463551.1578430636,mobile,Safari,13.0.4,1,0,0
474,2020-01-07,1363405711.1578403785,mobile,Chrome,78.0.3904.108,1,0,0
475,2020-01-07,1436209507.1578435653,mobile,Safari,13.0.3,1,0,0
476,2020-01-07,1438931168.1578393724,desktop,Chrome,79.0.3945.88,1,0,0
477,2020-01-07,1440091634.1578348058,tablet,Amazon Silk,78.5.26,2,0,0
478,2020-01-07,1460790765.1578407336,desktop,Chrome,74.0.3729.108,1,0,0
479,2020-01-07,1495636730.1578383724,desktop,Safari,13.0.3,1,0,0
480,2020-01-07,1500519637.1556413779,mobile,Safari,12.1.2,1,0,0
481,2020-01-07,1507686965.1578355126,mobile,Safari,13.0,1,1,25.18
482,2020-01-07,152913457.1578436040,mobile,Chrome,79.0.3945.93,1,0,0
483,2020-01-07,1567908595.1578386148,mobile,Chrome,79.0.3945.93,1,0,0
484,2020-01-07,1572213851.1578441019,mobile,Chrome,79.0.3945.93,1,0,0
485,2020-01-07,1577239270.1578407251,mobile,Chrome,79.0.3945.93,1,0,0
486,2020-01-07,157858354.1578400992,desktop,Internet Explorer,11.0,1,0,0
487,2020-01-07,1588454043.1578410487,mobile,Samsung Internet,10.2,1,0,0
488,2020-01-07,1647500166.1578411964,mobile,Safari,13.0.4,1,0,0
489,2020-01-07,1721278841.1578360704,mobile,Safari,13.0.4,2,0,0
490,2020-01-07,175096251.1578366206,desktop,Chrome,79.0.3945.88,2,0,0
491,2020-01-07,1758980577.1578398760,mobile,Safari,12.1.2,1,0,0
492,2020-01-07,1818597769.1578325226,mobile,Safari,13.0.4,2,1,10.98
493,2020-01-07,1827359011.1578363319,desktop,Edge,18.17763,1,0,0
494,2020-01-07,1898569623.1578390574,desktop,Chrome,79.0.3945.88,1,0,0
495,2020-01-07,1926599743.1578380718,desktop,Chrome,79.0.3945.88,1,0,0
496,2020-01-07,1934941095.1578415722,mobile,Safari,13.0.4,1,0,0
497,2020-01-07,196823879.1578399276,mobile,Safari,13.0.1,2,0,0
498,2020-01-07,2016564728.1578405398,mobile,Samsung Internet,10.2,1,0,0
499,2020-01-07,2061309594.1578430596,mobile,Safari,13.0.3,1,0,0
500,2020-01-07,255944288.1578425877,mobile,Safari,13.0.4,1,0,0
501,2020-01-07,261316899.1578403370,desktop,Chrome,79.0.3945.88,1,0,0
502,2020-01-07,287930459.1578437609,mobile,Chrome,79.0.3945.73,1,0,0
503,2020-01-07,300119708.1578414368,mobile,Chrome,79.0.3945.93,1,0,0
504,2020-01-07,306047532.1578439143,tablet,Safari,12.1.2,1,0,0
505,2020-01-07,31677428.1578385541,mobile,Safari,11.0,1,0,0
506,2020-01-07,328214114.1578128855,mobile,Safari,13.0.4,2,0,0
507,2020-01-07,348562061.1578430714,mobile,Safari,604.1,1,0,0
508,2020-01-07,35028039.1578360672,tablet,Chrome,68.0.3440.91,1,0,0
509,2020-01-07,374192639.1578365239,mobile,Safari,13.0.4,1,0,0
510,2020-01-07,379247240.1578398683,desktop,Chrome,79.0.3945.88,1,0,0
511,2020-01-07,420476065.1578399225,desktop,Chrome,79.0.3945.79,1,0,0
512,2020-01-07,580655312.1578396593,desktop,Chrome,79.0.3945.88,1,0,0
513,2020-01-07,592034086.1578365068,mobile,Safari,12.1.2,1,0,0
514,2020-01-07,634379680.1578389010,mobile,Safari,11.0,1,0,0
515,2020-01-07,649582716.1578414021,desktop,Chrome,79.0.3945.88,1,0,0
516,2020-01-07,658216810.1578360039,mobile,Safari,13.0.4,1,0,0
517,2020-01-07,746663605.1578366458,mobile,Chrome,79.0.3945.93,1,0,0
518,2020-01-07,835055087.1578428901,desktop,Safari,13.0.3,1,0,0
519,2020-01-07,877781147.1578414752,desktop,Chrome,79.0.3945.88,1,0,0
520,2020-01-07,922954994.1578391161,mobile,Safari,13.0.4,1,0,0
521,2020-01-07,928187540.1578433664,desktop,Safari,13.0.4,1,0,0
522,2020-01-07,929652200.1574819756,mobile,Samsung Internet,10.2,1,1,7.98
523,2020-01-07,975801154.1578394913,mobile,Chrome,79.0.3945.73,1,0,0
524,2020-01-08,1035802927.1578485513,desktop,Chrome,78.0.3904.108,1,0,0
525,2020-01-08,1071738141.1578450880,mobile,Samsung Internet,5.4,1,0,0
526,2020-01-08,1093668064.1578506900,desktop,Safari,13.0.4,1,0,0
527,2020-01-08,1154054665.1558204891,desktop,Edge,18.17763,1,0,0
528,2020-01-08,1166015242.1578479570,desktop,Chrome,79.0.3945.79,1,0,0
529,2020-01-08,118360405.1566499556,mobile,Chrome,79.0.3945.73,1,0,0
530,2020-01-08,1192366935.1578457202,mobile,Chrome,65.0.3325.146,1,0,0
531,2020-01-08,1216760361.1578469765,mobile,Safari,13.0.4,1,0,0
532,2020-01-08,1253541260.1578474359,desktop,Chrome,79.0.3945.88,2,1,10.34
533,2020-01-08,1263459131.1578485931,tablet,Samsung Internet,10.1,1,0,0
534,2020-01-08,1321482061.1578474047,desktop,Chrome,79.0.3945.88,1,0,0
535,2020-01-08,1332517163.1578521727,mobile,Safari,13.0.4,1,0,0
536,2020-01-08,1354599514.1578482975,mobile,Chrome,79.0.3945.93,3,0,0
537,2020-01-08,1355339828.1578447465,mobile,Safari,11.0,1,0,0
538,2020-01-08,1361463551.1578430636,mobile,Safari,13.0.4,1,0,0
539,2020-01-08,1398132776.1578476025,desktop,Chrome,79.0.3945.88,1,0,0
540,2020-01-08,1443200007.1578500427,desktop,Safari,13.0.4,1,0,0
541,2020-01-08,1464596561.1578446188,mobile,Chrome,79.0.3945.93,1,0,0
542,2020-01-08,1529834289.1578462782,mobile,Safari (in-app),(not set),1,0,0
543,2020-01-08,1539062593.1578514464,desktop,Safari,13.0.4,1,1,31.99
544,2020-01-08,1559622843.1578475488,mobile,Safari,13.0.4,1,0,0
545,2020-01-08,1571404449.1578205416,desktop,Chrome,79.0.3945.88,1,0,0
546,2020-01-08,1616189496.1578470742,desktop,Internet Explorer,11.0,1,0,0
547,2020-01-08,1622344773.1578449140,mobile,Safari,13.0.4,1,0,0
548,2020-01-08,162913438.1578489333,desktop,Chrome,79.0.3945.88,1,0,0
549,2020-01-08,1661031797.1578523913,desktop,Safari,13.0.1,1,0,0
550,2020-01-08,1680789190.1577434385,desktop,Safari,13.0.4,1,0,0
551,2020-01-08,1683783452.1578470317,desktop,Firefox,69.0,1,0,0
552,2020-01-08,1684519656.1578475811,desktop,Edge,18.18362,1,0,0
553,2020-01-08,1758867875.1578499463,desktop,Chrome,79.0.3945.88,3,1,13.48
554,2020-01-08,1764104230.1578489017,mobile,Safari,13.0.4,1,0,0
555,2020-01-08,1818597769.1578325226,mobile,Safari,13.0.4,3,2,21.96
556,2020-01-08,1870497722.1578518833,mobile,Safari,13.0.4,1,0,0
557,2020-01-08,1873790419.1578502777,desktop,Chrome,79.0.3945.88,1,0,0
558,2020-01-08,1900939295.1578472398,desktop,Safari,13.0.4,1,0,0
559,2020-01-08,191787507.1578449182,desktop,Chrome,79.0.3945.88,1,0,0
560,2020-01-08,191799749.1578516243,desktop,Safari,13.0.4,1,0,0
561,2020-01-08,1922160208.1578481937,desktop,Chrome,79.0.3945.88,1,0,0
562,2020-01-08,19275311.1578513240,desktop,Edge,17.17134,1,0,0
563,2020-01-08,1967546132.1578519212,desktop,Chrome,79.0.3945.88,1,0,0
564,2020-01-08,1990661741.1578516628,mobile,Safari,13.0.4,1,0,0
565,2020-01-08,2035441698.1578502897,desktop,Chrome,79.0.3945.88,1,1,31.99
566,2020-01-08,2052651347.1578517416,mobile,Safari,604.1,1,0,0
567,2020-01-08,2091242023.1578510940,desktop,Chrome,77.0.3865.120,1,0,0
568,2020-01-08,2133080720.1578473163,desktop,Firefox,69.0,1,0,0
569,2020-01-08,280590966.1578452213,tablet,Safari,12.1.2,1,0,0
570,2020-01-08,299761939.1578507872,desktop,Firefox,70.0,1,0,0
571,2020-01-08,310472210.1578450818,mobile,Safari,13.0.1,1,0,0
572,2020-01-08,337453542.1578515975,desktop,Edge,18.18362,1,0,0
573,2020-01-08,418960236.1578489329,mobile,Chrome,79.0.3945.93,1,0,0
574,2020-01-08,483563843.1578519909,mobile,Safari,13.0.4,1,0,0
575,2020-01-08,497109533.1578511223,desktop,Safari,13.0.1,1,0,0
576,2020-01-08,511028850.1578493790,mobile,Safari,13.0.4,1,0,0
577,2020-01-08,556054286.1578488921,desktop,Chrome,78.0.3904.108,1,0,0
578,2020-01-08,589297510.1578447862,mobile,Safari,13.0.4,1,0,0
579,2020-01-08,644053484.1578521982,mobile,Chrome,79.0.3945.93,1,0,0
580,2020-01-08,68810566.1578472859,mobile,Safari,13.0.4,1,0,0
581,2020-01-08,712162413.1578457287,mobile,Chrome,74.0.3694.0,1,0,0
582,2020-01-08,744950378.1578442177,mobile,Safari,604.1,1,0,0
583,2020-01-08,747603410.1578490835,tablet,Chrome,79.0.3945.93,1,0,0
584,2020-01-08,753797385.1578488441,mobile,Chrome,77.0.3865.116,1,0,0
585,2020-01-08,780841016.1578470465,desktop,Firefox,69.0,1,0,0
586,2020-01-08,796339678.1578517640,mobile,Safari,12.0,1,0,0
587,2020-01-08,797222284.1578504375,tablet,Safari,12.1.2,1,0,0
588,2020-01-08,830422694.1578488546,mobile,Safari,13.0.4,1,0,0
589,2020-01-08,836844933.1578471248,desktop,Internet Explorer,11.0,1,0,0
590,2020-01-08,838930057.1578475282,desktop,Chrome,79.0.3945.88,1,0,0
591,2020-01-08,866391019.1578497843,mobile,Safari,13.0.4,1,0,0
592,2020-01-08,911530538.1578480087,desktop,Edge,18.17763,1,0,0
593,2020-01-08,918927467.1578453732,mobile,Android Webview,79.0.3945.93,1,0,0
594,2020-01-08,947099836.1578495944,mobile,Chrome,78.0.3904.62,1,0,0
595,2020-01-08,989990762.1578527408,tablet,Safari,604.1,1,0,0
596,2020-01-09,100548167.1578597481,desktop,Edge,18.18362,1,1,12.49
597,2020-01-09,1030996821.1578550164,mobile,Samsung Internet,5.4,1,0,0
598,2020-01-09,1093668064.1578506900,desktop,Safari,13.0.4,1,0,0
599,2020-01-09,1098993209.1578534636,mobile,Safari,13.0.4,1,0,0
600,2020-01-09,1114109992.1578602524,mobile,Safari,13.0.4,1,0,0
601,2020-01-09,1129580735.1578534365,mobile,Safari,13.0.4,1,0,0
602,2020-01-09,1162742465.1578606096,desktop,Safari,13.0.4,1,0,0
603,2020-01-09,1204268670.1578587010,mobile,Chrome,79.0.3945.93,1,0,0
604,2020-01-09,1213168762.1578608865,tablet,Safari,9.0,1,1,14.95
605,2020-01-09,1213547675.1577848003,mobile,Chrome,67.0.3396.87,1,0,0
606,2020-01-09,1233058097.1578609945,mobile,Safari,13.0.4,1,0,0
607,2020-01-09,1266763962.1578569820,desktop,Edge,18.17763,1,0,0
608,2020-01-09,1284704206.1578565687,desktop,Firefox,71.0,1,0,0
609,2020-01-09,131818558.1578532420,mobile,Chrome,79.0.3945.93,1,0,0
610,2020-01-09,1325042529.1578555413,mobile,Safari,11.0,1,0,0
611,2020-01-09,1415425283.1577939135,mobile,Chrome,78.0.3904.96,1,0,0
612,2020-01-09,1475895473.1578568021,mobile,Chrome,79.0.3945.93,1,0,0
613,2020-01-09,1542481659.1578558156,desktop,Internet Explorer,11.0,1,0,0
614,2020-01-09,1582868900.1578556324,mobile,Safari,13.0.4,1,0,0
615,2020-01-09,1583672477.1568192087,desktop,Edge,18.18362,1,0,0
616,2020-01-09,1583999679.1578555114,mobile,Chrome,79.0.3945.93,4,1,29.99
617,2020-01-09,1603589486.1578549626,mobile,Safari,12.1.2,1,0,0
618,2020-01-09,1624097662.1578536146,desktop,Chrome,79.0.3945.88,1,0,0
619,2020-01-09,1634386529.1578552849,mobile,Safari,13.0.4,1,0,0
620,2020-01-09,163488387.1541078811,desktop,Internet Explorer,11.0,1,0,0
621,2020-01-09,163716814.1578594327,desktop,Chrome,79.0.3945.88,1,0,0
622,2020-01-09,1694613311.1578589753,mobile,Chrome,79.0.3945.93,1,0,0
623,2020-01-09,1694696784.1578614009,desktop,Internet Explorer,11.0,1,0,0
624,2020-01-09,1738164587.1578612173,mobile,Chrome,79.0.3945.116,1,0,0
625,2020-01-09,174985936.1578559517,mobile,Safari,13.0.4,2,0,0
626,2020-01-09,1760936443.1578598022,desktop,Chrome,79.0.3945.117,1,0,0
627,2020-01-09,1764979805.1578539187,mobile,Chrome,79.0.3945.93,1,0,0
628,2020-01-09,1769845003.1578536758,mobile,Safari,13.0.4,1,0,0
629,2020-01-09,1911479561.1578542017,desktop,Safari,13.0.4,1,0,0
630,2020-01-09,1916604773.1578607312,mobile,Chrome,79.0.3945.93,1,0,0
631,2020-01-09,1938607376.1578545068,mobile,Chrome,79.0.3945.93,1,0,0
632,2020-01-09,1977702950.1578582226,mobile,Chrome,79.0.3945.116,1,0,0
633,2020-01-09,2028215025.1578551561,mobile,Safari,12.1.2,1,0,0
634,2020-01-09,20393305.1578609953,mobile,Samsung Internet,10.1,1,0,0
635,2020-01-09,2042703517.1578564511,desktop,Chrome,79.0.3945.117,1,0,0
636,2020-01-09,207926442.1578532692,mobile,Chrome,79.0.3945.93,1,0,0
637,2020-01-09,2104118300.1578559238,mobile,Samsung Internet,11.0,4,2,4.78
638,2020-01-09,2116951157.1578579769,desktop,Chrome,64.0.3282.140,1,0,0
639,2020-01-09,2123232334.1578556931,desktop,Chrome,79.0.3945.88,1,0,0
640,2020-01-09,2125819134.1578536841,mobile,Safari,13.0.1,1,0,0
641,2020-01-09,2141935033.1578557497,mobile,Safari,13.0.4,1,0,0
642,2020-01-09,266321547.1533540391,mobile,Safari,604.1,2,1,13.95
643,2020-01-09,278545334.1578593176,desktop,Safari,13.0.4,1,0,0
644,2020-01-09,358534135.1578553127,tablet,Safari,13.0.4,1,0,0
645,2020-01-09,376459969.1578591204,tablet,Safari,12.1.2,1,0,0
646,2020-01-09,377649529.1578543472,mobile,Chrome,61.0.3163.98,1,0,0
647,2020-01-09,418002774.1578535318,mobile,Safari,13.0.4,1,0,0
648,2020-01-09,4199264.1578536518,mobile,Safari,12.0,1,0,0
649,2020-01-09,439721637.1578593954,tablet,Safari,12.1.2,1,0,0
650,2020-01-09,475828299.1578551643,desktop,Chrome,79.0.3945.88,2,0,0
651,2020-01-09,482359173.1578553047,mobile,Samsung Internet,10.2,1,0,0
652,2020-01-09,483563843.1578519909,mobile,Safari,13.0.4,1,0,0
653,2020-01-09,550668631.1578609783,mobile,Samsung Internet,10.2,1,0,0
654,2020-01-09,552705588.1578534103,tablet,Safari,9.0,2,0,0
655,2020-01-09,570197512.1578560344,tablet,Samsung Internet,10.2,1,0,0
656,2020-01-09,627302728.1578596906,desktop,Chrome,79.0.3945.88,1,0,0
657,2020-01-09,637114180.1578552536,mobile,Chrome,79.0.3945.116,1,0,0
658,2020-01-09,655650922.1578553433,mobile,Samsung Internet,10.2,1,0,0
659,2020-01-09,670601925.1578598408,desktop,Safari,13.0.4,1,0,0
660,2020-01-09,715552852.1578554182,mobile,Safari,13.0.4,1,0,0
661,2020-01-09,74058360.1578591101,mobile,Safari,12.1,1,0,0
662,2020-01-09,740925806.1578537470,mobile,Chrome,79.0.3945.93,1,0,0
663,2020-01-09,756411282.1578534263,mobile,Chrome,79.0.3945.93,1,0,0
664,2020-01-09,789592950.1578570502,desktop,Chrome,79.0.3945.117,1,0,0
665,2020-01-09,789847408.1578565703,desktop,Edge,18.18363,1,0,0
666,2020-01-09,808981983.1578575481,mobile,Chrome,79.0.3945.93,1,0,0
667,2020-01-09,823295019.1578552510,mobile,Chrome,79.0.3945.116,1,0,0
668,2020-01-09,827559405.1578552079,mobile,Chrome,79.0.3945.93,1,0,0
669,2020-01-09,881094981.1578608319,tablet,Amazon Silk,79.1.135,1,0,0
670,2020-01-09,887327624.1578548376,mobile,Chrome,79.0.3945.116,1,0,0
671,2020-01-09,9065258.1578538306,mobile,Safari,13.0.4,1,0,0
672,2020-01-09,925360965.1578558985,mobile,Chrome,79.0.3945.116,1,0,0
673,2020-01-09,926519993.1578554225,mobile,Chrome,79.0.3945.93,1,0,0
674,2020-01-09,955426997.1578574091,mobile,Amazon Silk,78.5.26,1,0,0
675,2020-01-10,1010680475.1578694976,desktop,Chrome,79.0.3945.88,2,0,0
676,2020-01-10,1140235992.1578690034,mobile,Safari,13.0.4,1,0,0
677,2020-01-10,1300063542.1578695376,desktop,Firefox,72.0,1,0,0
678,2020-01-10,1373144912.1578624385,mobile,Safari,13.0.4,1,0,0
679,2020-01-10,139168635.1578677759,mobile,Safari,13.0.4,1,0,0
680,2020-01-10,1406794387.1578617756,mobile,Chrome,79.0.3945.93,1,0,0
681,2020-01-10,1479610299.1578655274,desktop,Chrome,79.0.3945.79,1,0,0
682,2020-01-10,15375662.1578665100,desktop,Safari,10.1.2,1,0,0
683,2020-01-10,155845495.1578700403,mobile,Chrome,69.0.3497.128,1,0,0
684,2020-01-10,1560906344.1578689085,mobile,Safari,13.0.4,1,0,0
685,2020-01-10,1680789190.1577434385,desktop,Safari,13.0.4,1,0,0
686,2020-01-10,170448507.1578668708,desktop,Chrome,79.0.3945.117,1,0,0
687,2020-01-10,1742841845.1578652694,mobile,Chrome,79.0.3945.93,1,0,0
688,2020-01-10,1773127806.1578642815,desktop,Firefox,72.0,1,0,0
689,2020-01-10,1816090799.1578678597,tablet,Chrome,79.0.3945.73,1,0,0
690,2020-01-10,1858288265.1578628853,mobile,Chrome,79.0.3945.93,1,0,0
691,2020-01-10,188384106.1578657659,mobile,Chrome,79.0.3945.93,1,0,0
692,2020-01-10,1895081043.1578685624,mobile,Chrome,79.0.3945.116,1,0,0
